rating,date,variation,verified_reviews,feedback,sentiment,final_sentiment
4,29-Jul-18,Charcoal Fabric ,speaker sounds good,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,absolutely love,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,the best part of this product is you can control the thermostat and lights for your house  there isn t anything i dislike,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,we are thoroughly enjoying our amazon echo  installation was easy using the alexa app  i purchased 2 kasa smart plugs to control our living room lights  installation again was easy using the kasa app  they sinqued right up with the echo  we are enjoying playing music with the echo and the sound quality is awesome  we have added a kasa smart bulb for our kitchen  setup was seamless  we are looking forward to adding more automation to our home,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,home entertainment,1,5,Positive
4,29-Jul-18,Heather Gray Fabric ,very cool product  easy to setup  fun to use and sound quality is much better than i anticipated,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,love these  great sound    easy to connect and use,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,does not work with my fairly new smart tv  but that is mainly the tv manufacturers lg  fault due to not supporting anything older than tvs from this year  my smart locks also need an additional piece of equipment in order to connect as well  speakers sound great and works very well,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,great sound from a little speaker,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,we enjoy it,1,4,Positive
5,29-Jul-18,Sandstone Fabric ,,1,4,Positive
5,29-Jul-18,Heather Gray Fabric ,cool,1,5,Positive
4,29-Jul-18,Charcoal Fabric ,good quality  great sound quality,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,works perfectly,1,5,Positive
4,29-Jul-18,Heather Gray Fabric ,great product  sometimes alexa does not understand some commands for my fire tv  all in all  this is a fabulous speaker,1,5,Positive
4,29-Jul-18,Charcoal Fabric ,love my echo great sound very smart,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,sure did    love it,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,plays great,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,works absolutely great,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,very amazing product  great sound quality,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,best thing i have invested in in a while thank you so much,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,i am extremely impressed with this item  bought it from the  warehouse  or  outlet  with a  minor imperfection  can not tell it even has one  works great  did not come in packaging  but it was sealed up and had no damage and was not missing anything  i like the sound quality  i see some knock it  it is not a bose but it is more than great for our family  easy to use  minor learning curve as it learns your voice  it integrates seamlessly with my other amazon services ca not wait to get for my classroom too  it is a lot of fun even just as a speaker  let alone what i plan to do with it,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,i love my echo show  and now i have this in my bedroom and it is wonderful   music  info  sleeping sounds,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,awesome life changer  seriously  i am able to start my morning with alexa  by having her  wake me up with her alarm and then playing me some music  she has gotten used to my voice  that i can be in another room and she will  listen  to what i say  i love both my echos    do not hesitate  get one and for the price  the speaker is unbelievable  i am buying the cordless holder  so i can take the echo anywhere  love my purchase and love alexa,1,5,Positive
2,29-Jul-18,Sandstone Fabric ,i am not super impressed with alexa  when my prime lapsed  she would not play anything  she is not smart enough to differentiate among spotify accounts so we can not use it for that either  she randomly speaks up when nobody is talking to her  just today i unplugged her   not sure i will ever use my alexa again,0,2,Negative
5,29-Jul-18,Charcoal Fabric ,i like everything about it,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,liked 100 percent,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,never had any issue with buying use electronics as long as i get the good or like new  just read the comment to see why it is used,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,our family really loves this new echo,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,bought for my wife she loves it,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,fun just got it today now my i pod will go in my car and i will use this is the house,1,5,Positive
4,29-Jul-18,Sandstone Fabric ,like it to do more,1,4,Positive
5,29-Jul-18,Sandstone Fabric ,this is our third echo  worth every penny  it is like having 3 household employees for a small flat rate  we keep them in the bedrooms and the living room  we can drop in and use them as an intercom  listen to music  answer quick questions  alarms to wake up for school  etc,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,listen music and set timer,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,i received the echo in perfect condition  the device was easy to set up and responds quickly and without any issues  alexa is a great addition to our family,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,good sound  like it for music and scheduling  like that i can get random thoughts recorded while i think about them  the jokes are cute,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,purchased this for myself and am just beginning to learn all that it can do  so far am very pleased and amazed at the different actions it can perform  am enjoying it and looking forward to learning more about other options it provides,1,5,Positive
5,29-Jul-18,Sandstone Fabric ,this echo is just as great as my others  even though it is smaller,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,funny how you buy something just because it looks fun and it winds up being a totally useful part of your home    loving it,1,5,Positive
3,29-Jul-18,Charcoal Fabric ,i bought this to replace a  dot  in my living room  speaker is slightly better  it hears me better over the tv  unfortunately  it does not understand or respond to my requests as well as the dot  i frequently have to request 2 or 3 times to get it to do what i want  the dot usually does exactly what i want on the first request  i do not consider it an upgrade,1,3,Neutral
5,29-Jul-18,Charcoal Fabric ,i have had all good experience  so far with the second generation echo  there are so many more things to learn  but i have not had the time yet  right now  i am mostly enjoying the music  weather updates  using the alarm feature  and her personality  i have also purchased some mini smart socket yes  i am very excited to begin using them,1,4,Positive
5,29-Jul-18,Charcoal Fabric ,i m having trouble connecting my tv to it  but i m not exactly tech smart  i m sure one of my grandsons will figure it out for me  so far i ve been using it mostly for music,1,3,Neutral
5,29-Jul-18,Charcoal Fabric ,simply love my echo  i hardly watch any tv at all anymore  i am too busy listening to music  speaker is pretty goo for its size  all the fun skills really make the echo fun for my whole family,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,enjoyed entire echo experience,1,4,Positive
4,29-Jul-18,Charcoal Fabric ,easy to set up,1,5,Positive
4,29-Jul-18,Charcoal Fabric ,the echo is an amazing device  many times it seems very intuitive  but at other times i ask for something that seems clear and simple and get no result  installation was fairly straightforward  but i messed up several times simply because i thought a step was complete when it was not  this actually made me lose ground until i figured that out  my advice is to be patient  the app will let you know when you can move on to the next step my biggest issue of the moment is that we have several echo devices in our home and i would like to use them as intercoms  which i am told can be done   however  i can not make any of the echos aware of the others existence  when i ask alexa how to do this she answers about instructions how to change her name  i know this is likely my fault  but i would think the designers would anticipate this and make it easier to find the needed instructions  a small deal for many device savvy people  but a challenge for me,1,3,Neutral
5,29-Jul-18,Heather Gray Fabric ,we are loving ours very much,1,5,Positive
5,29-Jul-18,Heather Gray Fabric ,i have the original alexa and the tap and so far the 2nd generation is the best  i am happy to see they are making improvements with each new one it would be great to have updates to our little a i  s  i think it would help out a lot with the bugs in it  all in all i am very happy with her and i can now play music throughout the whole house and adjust the bass and treble  thank you,1,5,Positive
5,29-Jul-18,Charcoal Fabric ,very pleased with the echo 2nd generation  it is so nice to have alexa available for music  weather  news  and probably a lot more we haven t discovered,1,5,Positive
4,29-Jul-18,Heather Gray Fabric ,i am pleasantly surprised by the sound quality of the echo  if you are a big fan of deep bass  this might not be sufficient for you though  the potential to control your home is an option i will explore more as i evolve my home into a   smart home    the voice recognition is very impressive  it is stylish and fun  i have no regrets with this purchase  it is great for technically changes people  ask it to play a song or a movie and it responds instantly  if you have an elderly loved one  this would be a great gift  once connected to wifi  it is very simple to use  if you want unlimited music control  be sure to have amazon prime or premium spotify and you will be blown away with your personal dj  you can even have conversations with the echo  i am not embarrassed to say  that echo has made me laugh a couple times when i ask it to tell me a joke  it tells me where my packages are since i am an amazon prime addict  it comes in extremely handy,1,4,Positive
5,29-Jul-18,Heather Gray Fabric ,easy to setup  love all the things she does,1,5,Positive
